City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
324,Oga,IT,57.81,clear sky,46.4631,10.347,QC Terme Bagni di Bormio Bagni Nuovi
330,Chany,RU,66.47,scattered clouds,55.3121,76.7647,Sakura
331,Tumbes,PE,69.75,broken clouds,-3.5667,-80.4414,Wyndham Costa del Sol Tumbes
334,Luanda,AO,69.37,overcast clouds,-8.8368,13.2343,EPIC SANA Luanda
335,Sokna,NO,51.39,scattered clouds,60.24,9.9235,Tyttebærmohytta
336,Korbach,DE,62.58,clear sky,51.2756,8.873,Hotel Goldflair am Rathaus
338,Masyaf,SY,72.72,clear sky,35.0653,36.3406,شاطئ مايو
339,Saint-Augustin,CA,62.22,scattered clouds,51.226,-58.6502,
341,Miraflores,MX,65.05,overcast clouds,19.2167,-98.8083,Hotel Mansión
342,Naryan-Mar,RU,66.61,overcast clouds,67.6713,53.087,Hostel Agat
344,Kitimat,CA,62.98,overcast clouds,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
354,Ribas Do Rio Pardo,BR,70.39,overcast clouds,-20.4431,-53.7592,Pousada Avenida
355,Aberdeen,GB,66.54,overcast clouds,57.1437,-2.0981,Premier Inn Aberdeen City Centre hotel
356,Flic En Flac,MU,69.53,scattered clouds,-20.2742,57.3631,Hilton Mauritius Resort & Spa
358,Orlik,RU,51.62,moderate rain,52.5178,99.825,Gostevoy Dom Mini Gostinitsa
359,Buta,CD,69.13,moderate rain,2.7858,24.73,Hôtel BOPANDO
361,Coos Bay,US,73.31,clear sky,43.3665,-124.2179,Best Western Holiday Hotel
363,Mariental,,51.19,clear sky,-24.6333,17.9667,Mariental Hotel
367,Souillac,MU,68.38,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
368,Huarmey,PE,62.29,overcast clouds,-10.0681,-78.1522,Hotel Miramar
369,Vangaindrano,MG,66.81,overcast clouds,-23.35,47.6,Hotel Fanilo
370,Antalaha,MG,65.84,scattered clouds,-14.9003,50.2788,Hotel Vitasoa
372,Dalvik,IS,55.33,overcast clouds,65.9702,-18.5286,Dalvík Hostel
373,Muravlenko,RU,66.78,few clouds,63.7898,74.523,Hostel Rus Muravlenko
374,Kimry,RU,53.89,broken clouds,56.8667,37.35,Гостиница Чайка
375,Tibati,CM,64.6,light rain,6.4667,12.6333,Tibati Hotel
376,Grand-Santi,GF,73.72,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
377,Walvis Bay,,54.09,clear sky,-22.9575,14.5053,Oyster Box Guesthouse
380,Takoradi,GH,74.34,overcast clouds,4.8845,-1.7554,Raybow International Hotel
381,Chaumont,FR,68.36,clear sky,48.1167,5.1333,Hôtel Restaurant Des Remparts
383,Kisangani,CD,69.22,light rain,0.5167,25.2,Grand Ramela Hotel
384,Kjollefjord,NO,60.62,few clouds,70.9457,27.3465,Hotel Nordkyn
391,Mocuba,MZ,62.08,clear sky,-16.8392,36.9856,Phama Lodge
392,Karla,EE,60.57,few clouds,59.3723,24.9275,River Villa
393,Buenos Aires,AR,51.53,clear sky,-34.6132,-58.3772,Hotel NH Buenos Aires City
394,Carutapera,BR,74.1,scattered clouds,-1.195,-46.02,Lidera
395,Mitzic,GA,67.8,overcast clouds,0.7821,11.549,Motel Emys
396,Abha,SA,66.45,clear sky,18.2164,42.5053,Abha Hotel
398,Lensk,RU,61.2,overcast clouds,60.7253,114.9278,ТинОрС
